Company,Model,Year,Engine Size (L),Fuel Type,Price (USD)
Nissan,Sentra,2016,3.1,Electric,29639.67
Ford,F-150,2010,2.5,Hybrid,47005.58
Honda,Fit,2010,2.1,Diesel,17646.08
Chevrolet,Malibu,2018,4.9,Electric,34516.06
BMW,5 Series,2010,2.7,Hybrid,37363.22
Chevrolet,Impala,2014,3.4,Electric,61265.6
Ford,Fiesta,2010,2.3,Petrol,52355.43
Hyundai,Kona,2020,4.8,Electric,16077.79
Mercedes-Benz,E-Class,2013,3.8,Electric,48113.49
Mercedes-Benz,GLA,2020,1.1,Electric,48605.52
Ford,Focus,2018,1.1,Hybrid,20401.58
Chevrolet,Equinox,2010,3.7,Electric,60868.93
Nissan,Versa,2019,2.8,Diesel,33025.02
Chevrolet,Equinox,2013,4.7,Petrol,64394.97
Volkswagen,Jetta,2015,2,Petrol,47689.36
BMW,5 Series,2017,3.1,Electric,73905.91
Chevrolet,Malibu,2012,2.9,Petrol,79283.69
Chevrolet,Spark,2011,1.4,Electric,72418.74
Audi,A3,2017,3.3,Petrol,55310.14
Ford,Focus,2015,1.1,Petrol,46516.97
Honda,Civic,2015,1.8,Diesel,77265.15
Ford,Explorer,2020,1,Petrol,49770.55
Chevrolet,Impala,2013,2.1,Petrol,16475.83
Hyundai,Elantra,2010,4.5,Hybrid,60490.36
Honda,CR-V,2016,2.6,Electric,16399.03
Toyota,Highlander,2010,3,Petrol,32048.15
Nissan,Sentra,2018,2.9,Diesel,19851.59
Ford,Fiesta,2017,2.2,Diesel,48888.85
BMW,5 Series,2011,3.3,Petrol,39185.61
BMW,7 Series,2017,3.9,Diesel,34538.67
Hyundai,Tucson,2012,1.9,Petrol,73330.91
Nissan,Versa,2018,2,Diesel,31625.61
Audi,A6,2018,1.5,Electric,46725.69
Chevrolet,Tahoe,2016,2,Hybrid,71163.84
BMW,7 Series,2014,1.6,Petrol,55470.53
Nissan,Altima,2016,2.9,Hybrid,35455.84
Honda,Accord,2019,2.3,Petrol,29330.19
Chevrolet,Impala,2015,3.9,Petrol,42426.26
Chevrolet,Tahoe,2013,2.2,Petrol,28925.69
Nissan,Versa,2017,4.1,Petrol,52935.2
Toyota,RAV4,2020,2.7,Electric,63427.34
Mercedes-Benz,C-Class,2018,3.5,Hybrid,76954.12
BMW,3 Series,2011,1.1,Diesel,73174.97
Hyundai,Tucson,2017,4.4,Hybrid,75984.97
Chevrolet,Equinox,2016,1.1,Hybrid,52755.85
Mercedes-Benz,GLC,2016,3,Electric,27583.25
Volkswagen,Jetta,2020,3.8,Electric,65000.61
Toyota,Camry,2018,1.7,Petrol,27162.86
Volkswagen,Golf,2013,2.6,Hybrid,42282.18
Nissan,Rogue,2018,4,Hybrid,62805.95
Hyundai,Kona,2015,4.6,Hybrid,41199.18
Nissan,Altima,2013,3.4,Hybrid,65987.24
Volkswagen,Jetta,2014,4.9,Electric,62819.68
Audi,Q5,2011,3.5,Petrol,43747.68
Ford,F-150,2018,5,Diesel,51184.75
Volkswagen,Passat,2018,3,Hybrid,77335.97
Toyota,Camry,2011,4.2,Hybrid,41979.51
Mercedes-Benz,GLA,2014,3.3,Electric,50522.29
Mercedes-Benz,GLA,2013,4.1,Electric,72526.87
Ford,Fiesta,2019,3.7,Electric,23811.94
Chevrolet,Malibu,2012,3.4,Electric,48940.84
Mercedes-Benz,GLA,2016,3.4,Petrol,48220.29
Audi,Q5,2019,1.4,Electric,59710.7
Nissan,Versa,2014,2.9,Hybrid,51828.37
Chevrolet,Impala,2012,1.3,Hybrid,57588.76
BMW,X3,2017,2.1,Hybrid,30079.47
Mercedes-Benz,E-Class,2020,3.1,Electric,29338.75
Audi,A3,2016,4.4,Diesel,33988.14
Ford,Focus,2020,4.5,Petrol,53328.49
Nissan,Sentra,2015,1.9,Electric,38680.84
Nissan,Versa,2013,1.2,Diesel,33483.27
BMW,5 Series,2020,2.8,Hybrid,26377.46
Hyundai,Elantra,2011,4.1,Electric,33158.52
Audi,Q5,2014,2.4,Petrol,15453.59
Toyota,Prius,2012,3.1,Diesel,50167.31
Audi,A3,2015,3.2,Hybrid,37041.83
Volkswagen,Tiguan,2012,2.6,Electric,24322.96
Honda,Fit,2015,2.3,Hybrid,27055.67
Hyundai,Kona,2014,4.8,Diesel,46652.65
Hyundai,Tucson,2019,1.6,Diesel,58168.01
Honda,Accord,2020,2.2,Diesel,52967.84
Toyota,Prius,2010,3.4,Diesel,30339.7
Hyundai,Tucson,2020,1.2,Diesel,31817.53
Nissan,Murano,2011,4.4,Petrol,73449.88
Mercedes-Benz,C-Class,2010,3.2,Diesel,55364.24
Mercedes-Benz,GLC,2016,4.1,Hybrid,34887.33
Audi,Q5,2017,3.9,Petrol,63678
Mercedes-Benz,GLA,2014,3.8,Hybrid,23348.76
Toyota,Corolla,2010,1.3,Diesel,44947.78
Toyota,Camry,2012,3.3,Diesel,24350.36
Honda,CR-V,2019,4.8,Diesel,52648.47
Nissan,Altima,2015,1.3,Electric,53598.47
Ford,F-150,2015,2.3,Hybrid,34354.93
Honda,Civic,2010,4.1,Diesel,63331.89
Ford,Mustang,2014,2.2,Diesel,76589.15
Nissan,Murano,2010,3.9,Electric,61473.82
BMW,3 Series,2015,3.3,Diesel,51157.08
Toyota,RAV4,2011,4.8,Diesel,34449.09
Mercedes-Benz,GLC,2012,3.9,Electric,18953.69
BMW,7 Series,2014,2.8,Petrol,22426.8
Hyundai,Tucson,2017,3.4,Petrol,66575.81
Mercedes-Benz,S-Class,2017,3.5,Petrol,50852.57
Ford,F-150,2011,3.8,Petrol,66190.57
Audi,A6,2010,2.9,Petrol,73512.57
Hyundai,Tucson,2018,4.6,Hybrid,47419.69
BMW,5 Series,2011,3.9,Diesel,18015.24
Honda,Accord,2014,1.7,Hybrid,72332.28
BMW,3 Series,2017,2.7,Hybrid,25518
Hyundai,Santa Fe,2013,3.2,Petrol,76516.84
Toyota,Highlander,2014,1.6,Petrol,51197.13
Chevrolet,Equinox,2015,3.1,Electric,50850.2
Honda,Civic,2018,2.8,Hybrid,15475.91
Ford,Explorer,2015,1.9,Petrol,76230.71
Honda,CR-V,2014,4.9,Petrol,26453.81
Hyundai,Elantra,2014,4.8,Petrol,17444.75
Audi,Q7,2015,4.4,Hybrid,19801.28
Honda,Fit,2019,2.4,Hybrid,63949.31
Hyundai,Kona,2016,4.3,Petrol,52070.68
BMW,X5,2018,1.9,Petrol,77414.99
Honda,Pilot,2019,3.3,Diesel,20171.45
Toyota,Camry,2019,4.4,Electric,66661.57
Audi,A3,2015,3,Hybrid,44063.22
Mercedes-Benz,GLC,2018,3.9,Hybrid,43510.15
Mercedes-Benz,S-Class,2011,2.1,Diesel,70115.79
Mercedes-Benz,S-Class,2014,1.4,Petrol,44201.79
Nissan,Murano,2013,1.5,Diesel,16237.87
Honda,Pilot,2013,1.9,Diesel,38940.74
BMW,7 Series,2013,4.3,Diesel,37148.93
Mercedes-Benz,S-Class,2016,1.9,Petrol,55831.72
Chevrolet,Tahoe,2014,1.5,Hybrid,22220.04
Audi,Q7,2010,5,Petrol,36375.4
Toyota,RAV4,2019,1.6,Hybrid,27332.84
Volkswagen,Tiguan,2010,2.9,Petrol,25307.53
Nissan,Sentra,2018,3.5,Diesel,30159.81
Hyundai,Santa Fe,2014,2.9,Petrol,38637.25
BMW,X5,2011,3,Petrol,24631.3
Hyundai,Santa Fe,2011,2.7,Petrol,44194.94
Ford,Explorer,2013,1.7,Hybrid,28696.72
BMW,7 Series,2015,2.7,Petrol,31095.05
Volkswagen,Jetta,2013,4.4,Hybrid,78168.59
Nissan,Rogue,2013,3.2,Diesel,20390.14
Mercedes-Benz,GLC,2017,1.4,Diesel,49341.63
Toyota,Highlander,2019,1.3,Electric,37965.08
BMW,3 Series,2019,4.5,Electric,28034.88
BMW,3 Series,2014,2.8,Hybrid,51345.58
Ford,F-150,2012,4.9,Diesel,46806.39
Volkswagen,Passat,2013,2.9,Electric,70937.3
Toyota,Corolla,2014,3.4,Diesel,52457.59
Volkswagen,Golf,2015,1.3,Electric,44421.6
BMW,7 Series,2014,2.1,Hybrid,24791.17
Chevrolet,Spark,2013,2.6,Petrol,72784.48
Chevrolet,Tahoe,2017,3,Hybrid,71144.39
Nissan,Sentra,2019,3.5,Hybrid,15412.76
Honda,CR-V,2020,4.1,Electric,32890.26
Toyota,Camry,2012,3.7,Electric,59214.36
Nissan,Altima,2010,2.9,Hybrid,36958.74
Nissan,Sentra,2012,1.2,Electric,50103.77
Volkswagen,Golf,2013,2.8,Diesel,55168.12
Audi,A3,2020,1.1,Electric,24727.41
Nissan,Rogue,2013,3.2,Hybrid,53420.08
Audi,Q7,2014,2.8,Hybrid,56304.78
Nissan,Rogue,2012,2.9,Petrol,78160.14
Mercedes-Benz,C-Class,2020,2.8,Diesel,20243.94
Audi,Q5,2017,2.7,Diesel,32471.49
Chevrolet,Tahoe,2019,4.4,Diesel,61281.82
Chevrolet,Equinox,2010,2.8,Diesel,53317.64
Honda,CR-V,2019,2.5,Petrol,36803.92
Audi,A4,2016,1.9,Electric,39111.71
Toyota,RAV4,2019,3.6,Diesel,59687.24
Toyota,Camry,2012,3.6,Diesel,30061.1
Audi,A4,2010,4.7,Electric,65288.96
Ford,Fiesta,2011,1.2,Petrol,16898.33
Nissan,Rogue,2018,3.3,Electric,36056.31
BMW,X3,2017,2.2,Petrol,68606
Honda,CR-V,2011,1.6,Electric,33907.64
BMW,5 Series,2015,4.5,Diesel,50142.19
Nissan,Murano,2015,2.2,Hybrid,40495.05
Hyundai,Kona,2012,4.9,Petrol,71219.16
Hyundai,Elantra,2015,2.4,Petrol,76183.44
Audi,A3,2013,3.3,Hybrid,25547.25
BMW,3 Series,2010,4.1,Electric,34810.61
Volkswagen,Jetta,2011,1.9,Hybrid,51301.03
Honda,CR-V,2010,2.6,Hybrid,52173.2
Chevrolet,Tahoe,2015,2.1,Petrol,58141.53
Chevrolet,Spark,2014,2.8,Petrol,32289.25
Hyundai,Kona,2014,3.5,Diesel,47254.4
Chevrolet,Equinox,2014,4.5,Petrol,67419.54
BMW,5 Series,2012,1.9,Diesel,28007.74
Chevrolet,Spark,2011,1.8,Electric,29450.15
Hyundai,Elantra,2018,4.2,Electric,54506.07
Honda,Pilot,2012,4.5,Petrol,49375.62
Hyundai,Sonata,2014,2.3,Electric,42503.46
Honda,Fit,2016,3.3,Electric,78564.09
Audi,A3,2015,2.1,Diesel,61992.65
BMW,7 Series,2016,1.5,Petrol,61445.85
Ford,Explorer,2019,4.3,Petrol,19309.49
Ford,Focus,2016,3.2,Electric,37083.32
Honda,Fit,2016,2.6,Diesel,19300.33
BMW,7 Series,2017,2.3,Petrol,45607.62
Mercedes-Benz,S-Class,2016,2.3,Electric,68340.08
Audi,Q7,2011,1.3,Diesel,34279.43
Toyota,Prius,2011,1.3,Hybrid,75997.15
Nissan,Rogue,2012,2.1,Diesel,37542.53
Volkswagen,Tiguan,2018,4.8,Hybrid,73426.13
BMW,5 Series,2014,3.9,Hybrid,38488.61
Chevrolet,Spark,2012,4.5,Hybrid,51975.28
Honda,Pilot,2020,2.5,Electric,64519.5
Ford,Explorer,2020,2.4,Electric,16967.23
Volkswagen,Tiguan,2011,3.6,Petrol,56448.93
Hyundai,Kona,2020,3,Hybrid,53064.84
Toyota,Camry,2014,3.6,Hybrid,48644.25
Toyota,Camry,2019,1.3,Petrol,37740.32
Honda,Accord,2020,1,Electric,54763.21
Chevrolet,Equinox,2010,1.1,Electric,63371.48
Chevrolet,Equinox,2016,4.1,Petrol,42086.85
Mercedes-Benz,GLA,2016,3.8,Electric,28094.1
Nissan,Rogue,2010,2.1,Diesel,53947.64
Mercedes-Benz,E-Class,2018,2.7,Hybrid,47577.76
BMW,X5,2017,2.8,Diesel,76661.48
Hyundai,Elantra,2016,1.1,Diesel,62591.67
Mercedes-Benz,E-Class,2013,1.8,Electric,17923.57
Hyundai,Sonata,2010,2.6,Diesel,60119.89
Honda,Fit,2019,3.3,Diesel,71969.24
Mercedes-Benz,C-Class,2013,4,Hybrid,39871.49
Honda,Civic,2018,2.9,Electric,70760.63
Audi,A3,2019,3,Diesel,72009.05
Toyota,RAV4,2014,4.1,Hybrid,42310.46
Nissan,Murano,2019,2.9,Hybrid,46693.17
Mercedes-Benz,GLA,2017,4.1,Hybrid,73415.61
Nissan,Versa,2013,3.3,Diesel,57634.67
Chevrolet,Impala,2012,1.4,Hybrid,36432.22
Mercedes-Benz,S-Class,2011,1.1,Electric,36082.89
Mercedes-Benz,GLA,2020,1.9,Hybrid,78319.21
Nissan,Versa,2012,3.4,Electric,52775.91
Honda,Civic,2017,3,Petrol,20880.11
BMW,5 Series,2017,3,Electric,69308.66
Toyota,Highlander,2012,3.1,Hybrid,62577.45
Hyundai,Elantra,2010,2.8,Electric,43905.25
Chevrolet,Impala,2012,2.6,Petrol,70834.5
Mercedes-Benz,S-Class,2013,2.9,Electric,30541.62
BMW,3 Series,2015,1.7,Diesel,38290.64
Toyota,Prius,2015,1.4,Petrol,77030.58
Chevrolet,Spark,2020,3.2,Diesel,74936.5
Nissan,Altima,2010,2.1,Electric,32130.61
BMW,7 Series,2011,3.6,Hybrid,21290.08
Toyota,Highlander,2013,3.9,Hybrid,38801.82
Toyota,Camry,2010,3.9,Petrol,67794.01
Audi,A6,2012,2.3,Electric,75122.46
Ford,Focus,2011,4.8,Petrol,64422.52
Ford,Mustang,2017,2.7,Diesel,52520.36
Volkswagen,Golf,2014,1.5,Hybrid,50617.57
Mercedes-Benz,S-Class,2014,4,Diesel,56255.6
Volkswagen,Golf,2016,1.6,Petrol,77571.62
Mercedes-Benz,E-Class,2020,1.6,Petrol,75009.08
BMW,5 Series,2015,3.9,Electric,43070.12
Nissan,Rogue,2017,5,Petrol,25188.86
Volkswagen,Passat,2016,3.3,Petrol,19259.83
Chevrolet,Malibu,2014,4.2,Electric,30219.41
Hyundai,Sonata,2011,1.2,Diesel,34693.03
Hyundai,Kona,2012,2.5,Hybrid,72651.02
Chevrolet,Tahoe,2010,4.6,Petrol,41645.03
Audi,Q5,2017,3.1,Electric,51500.06
BMW,3 Series,2014,3.2,Electric,35042.2
Toyota,Camry,2013,1.1,Diesel,46274.58
Hyundai,Sonata,2014,1.7,Hybrid,57695.5
Volkswagen,Passat,2016,3.1,Petrol,51869.29
BMW,X5,2018,4.9,Electric,51007.54
Chevrolet,Tahoe,2011,5,Petrol,39794.86
Chevrolet,Impala,2010,1.7,Electric,77646.61
Ford,Fiesta,2013,2.2,Electric,38485.42
Audi,A3,2010,1,Hybrid,30058.78
Honda,CR-V,2010,1.7,Electric,74864.47
Honda,Civic,2014,2.4,Hybrid,54840.67
Mercedes-Benz,GLC,2017,3.7,Electric,53684.87
Hyundai,Elantra,2012,2.8,Electric,60499.76
Honda,Pilot,2016,4.6,Hybrid,74108.21
Chevrolet,Tahoe,2013,2.2,Electric,58358.62
BMW,X3,2019,4.8,Electric,19892.33
Nissan,Sentra,2013,2.1,Electric,17034.06
Ford,F-150,2016,3.1,Petrol,19294.36
Audi,Q7,2019,2.1,Hybrid,41136.91
Toyota,Prius,2014,4.8,Hybrid,25948.07
Volkswagen,Passat,2010,2.4,Petrol,32970.28
Nissan,Altima,2020,4.4,Hybrid,25407.72
Honda,Civic,2017,3.9,Hybrid,46077.66
Hyundai,Kona,2017,4.6,Hybrid,51495.46
Audi,Q7,2010,4.7,Electric,45456.48
Mercedes-Benz,GLA,2015,2,Electric,71905.63
Hyundai,Sonata,2012,1.6,Electric,19652.19
Chevrolet,Equinox,2019,3.8,Petrol,54019.2
Mercedes-Benz,GLC,2018,1.7,Hybrid,65232.86
Volkswagen,Jetta,2012,1.3,Electric,52238.91
Toyota,Highlander,2011,2.6,Hybrid,68953.17
Volkswagen,Golf,2011,2.7,Hybrid,26623.98
Hyundai,Kona,2010,3.9,Petrol,46107.88
Hyundai,Santa Fe,2013,4.5,Petrol,46255.17
Mercedes-Benz,C-Class,2012,4.5,Petrol,39805.92
Volkswagen,Golf,2010,2.2,Electric,66896.53
Honda,Fit,2017,2.5,Petrol,63814.01
Chevrolet,Spark,2011,3,Electric,69931.86
Chevrolet,Impala,2011,3.8,Petrol,77824.44
Volkswagen,Jetta,2015,3.2,Electric,32565.82
Audi,A3,2012,3,Petrol,56500.52
Audi,Q7,2013,3.9,Electric,25146.92
Mercedes-Benz,GLC,2014,1.9,Diesel,63689.33
Nissan,Sentra,2011,3,Petrol,60229.6
Nissan,Altima,2016,4.6,Petrol,17467.31
Volkswagen,Passat,2017,4.6,Petrol,25515.92
Honda,Fit,2014,3.3,Hybrid,38451.17
BMW,3 Series,2015,2.6,Hybrid,31151.62
Chevrolet,Tahoe,2015,1.1,Petrol,66556.42
Volkswagen,Tiguan,2016,1.5,Hybrid,63465.46
Honda,Fit,2014,4.2,Petrol,66734.66
Hyundai,Elantra,2017,2.7,Hybrid,57344
Volkswagen,Atlas,2011,3.6,Electric,52544.39
Nissan,Sentra,2015,2.6,Electric,34937.29
Nissan,Altima,2016,1.5,Diesel,77572.46
Ford,F-150,2014,1.1,Electric,54632.79
Honda,Fit,2018,2.8,Electric,62264.9
Hyundai,Tucson,2020,3.8,Diesel,27756.08
Hyundai,Sonata,2013,4.3,Petrol,64211.04
Ford,Explorer,2012,3.4,Electric,66623.17
BMW,7 Series,2015,1.3,Petrol,25965.22
Audi,A3,2013,3.3,Petrol,60926.58
Mercedes-Benz,E-Class,2013,2.2,Diesel,69403.73
Ford,Mustang,2020,4.5,Electric,52701.5
Nissan,Versa,2013,4.1,Petrol,73311.23
Mercedes-Benz,S-Class,2014,3.1,Hybrid,33754.4
Audi,Q5,2019,2.9,Hybrid,79479.25
Volkswagen,Tiguan,2016,2.4,Hybrid,30031.34
Nissan,Versa,2019,4.9,Diesel,54756.06
BMW,X3,2010,2,Electric,37268.18
Audi,Q5,2019,2.1,Petrol,77939.13
Hyundai,Kona,2014,3.9,Electric,16144.05
Nissan,Altima,2019,1.3,Electric,78908.3
Mercedes-Benz,GLA,2011,4.8,Electric,36278.97
Mercedes-Benz,GLA,2015,1.1,Petrol,60837.42
Nissan,Sentra,2017,2.3,Petrol,20420.11
Hyundai,Elantra,2015,3.7,Diesel,58147.53
Audi,A4,2011,3.4,Electric,48897.95
Volkswagen,Passat,2017,1.7,Hybrid,24254.48
Ford,Explorer,2013,2.9,Petrol,27657.09
Mercedes-Benz,GLA,2018,1.1,Hybrid,53900.54
Hyundai,Kona,2016,4.5,Electric,23411.18
Ford,F-150,2019,2.3,Petrol,67885.3
Toyota,RAV4,2013,4.8,Electric,45374.99
Ford,F-150,2018,1.9,Electric,57920.03
Hyundai,Kona,2011,3.1,Hybrid,56351.87
Toyota,Highlander,2017,1.9,Diesel,30174.73
BMW,X3,2010,4.5,Hybrid,35885.58
Toyota,Corolla,2013,1.7,Diesel,59967.63
Toyota,Camry,2016,1.7,Hybrid,67742.25
Toyota,Highlander,2014,4.9,Hybrid,24996.41
Nissan,Sentra,2018,1.6,Petrol,58494.9
Chevrolet,Malibu,2015,4.7,Hybrid,16548.63
Chevrolet,Malibu,2010,4.6,Hybrid,40668.75
Honda,Civic,2019,3.3,Diesel,75055.45
Hyundai,Sonata,2013,3.5,Petrol,66263.18
BMW,X3,2011,1,Hybrid,27646.06
Nissan,Versa,2017,3.7,Diesel,72023.08
Mercedes-Benz,C-Class,2015,4.8,Electric,44765.97
Honda,Civic,2018,4,Electric,50683.37
Audi,A3,2017,2.9,Hybrid,57552.91
Audi,A6,2019,4.3,Electric,45539.93
BMW,3 Series,2018,1.7,Electric,25939.16
Volkswagen,Passat,2010,1.1,Petrol,78511.64
Chevrolet,Tahoe,2017,3.2,Petrol,59521.54
Chevrolet,Malibu,2018,1.8,Hybrid,68862.93
Honda,CR-V,2017,1.6,Diesel,61418.66
Ford,Mustang,2016,3.3,Petrol,27573.79
Nissan,Murano,2016,4.8,Petrol,59549.31
Volkswagen,Tiguan,2015,4,Electric,36532.29
Volkswagen,Jetta,2019,2.5,Electric,53726.54
Hyundai,Kona,2016,4.5,Petrol,74549.75
Audi,A3,2010,1.4,Petrol,21527.8
Toyota,Camry,2016,3.3,Diesel,25962.38
Hyundai,Santa Fe,2010,3.6,Electric,51794.57
Volkswagen,Passat,2012,3.2,Diesel,48536.9
Honda,CR-V,2012,3.5,Petrol,76486.13
Ford,Explorer,2012,1,Petrol,56680.97
Chevrolet,Malibu,2010,3.2,Hybrid,35820.39
Toyota,Prius,2017,3.6,Hybrid,26349.21
BMW,5 Series,2016,3.7,Petrol,17376.01
Mercedes-Benz,E-Class,2015,3.5,Hybrid,71255.5
Chevrolet,Impala,2016,4.8,Petrol,52168.45
Chevrolet,Spark,2020,4.2,Hybrid,54890.19
Chevrolet,Spark,2013,4.9,Diesel,28575.26
Ford,Fiesta,2015,3.6,Hybrid,22779.15
Nissan,Versa,2014,1.2,Diesel,30455.92
Audi,Q5,2013,3.5,Petrol,72263.31
Honda,Pilot,2016,3.7,Electric,32693.56
Volkswagen,Jetta,2017,1.5,Petrol,22261.61
Nissan,Murano,2016,4.6,Hybrid,48185.5
Toyota,RAV4,2011,1.3,Petrol,72046.01
Toyota,Corolla,2011,2,Petrol,67464.45
Chevrolet,Equinox,2013,4.3,Diesel,38011.08
Volkswagen,Tiguan,2018,1.8,Hybrid,51653.61
BMW,3 Series,2020,3.3,Electric,26203.56
Volkswagen,Golf,2015,3.7,Electric,69822.88
Hyundai,Santa Fe,2020,4.1,Diesel,55252.14
BMW,X5,2014,4.8,Hybrid,52836.94
Hyundai,Tucson,2017,2.9,Diesel,68663
Mercedes-Benz,GLC,2020,2.5,Hybrid,47906.22
Hyundai,Sonata,2010,5,Petrol,37298.06
Volkswagen,Atlas,2014,3.5,Hybrid,62673.5
Mercedes-Benz,C-Class,2018,3.8,Hybrid,18699.57
BMW,X3,2019,1.6,Petrol,40265.11
Toyota,Prius,2018,3.9,Hybrid,79024.84
Audi,A4,2015,3.8,Electric,29194.16
Mercedes-Benz,E-Class,2015,1.8,Electric,59874.52
Nissan,Versa,2012,1.2,Electric,74023.82
Audi,A4,2013,1.5,Hybrid,75824.38
Nissan,Versa,2016,4.4,Electric,55974.38
Honda,Fit,2019,1.8,Diesel,31205
Toyota,Prius,2015,2.7,Electric,21273.82
Honda,CR-V,2013,1.2,Electric,27775.11
Chevrolet,Impala,2013,2.5,Electric,32231.65
Volkswagen,Tiguan,2015,2.9,Diesel,63198.07
Hyundai,Kona,2015,1.4,Electric,55485.87
Ford,Explorer,2019,4.1,Petrol,76249.8
Toyota,RAV4,2019,1.4,Diesel,21596.42
Chevrolet,Tahoe,2019,1.5,Petrol,70318.08
Toyota,Camry,2013,1.3,Diesel,20478.71
Volkswagen,Passat,2020,4.5,Hybrid,74231.32
Volkswagen,Golf,2018,2.6,Electric,33986.79
Chevrolet,Equinox,2012,4.2,Petrol,39091.16
Mercedes-Benz,E-Class,2019,3.1,Hybrid,42420.75
Audi,A6,2013,4.2,Diesel,17397.87
Toyota,RAV4,2012,4.8,Electric,40832.66
Ford,Mustang,2018,4.5,Electric,24442.78
BMW,7 Series,2019,2.9,Petrol,51128.15
BMW,X3,2016,1.6,Petrol,25169.02
Volkswagen,Jetta,2014,2.8,Electric,41916.37
Volkswagen,Tiguan,2010,3.5,Electric,18649.01
Toyota,Highlander,2016,1.3,Electric,61545.29
Chevrolet,Tahoe,2020,4.6,Hybrid,33955.88
Mercedes-Benz,C-Class,2015,2.1,Electric,75869.39
Audi,A4,2011,4.1,Diesel,28631.38
Chevrolet,Equinox,2019,1.8,Diesel,59816.11
Toyota,RAV4,2019,1.6,Diesel,55316.55
Toyota,Camry,2018,1.2,Diesel,67283.31
Toyota,Prius,2011,2.2,Electric,21975.18
Nissan,Sentra,2011,4.8,Petrol,69146.08
Honda,Fit,2011,1,Hybrid,21063.04
Hyundai,Kona,2013,1.3,Electric,43034.32
Nissan,Murano,2013,4.1,Petrol,40506.14
Toyota,Corolla,2010,2.8,Electric,70962.89
Chevrolet,Impala,2013,3.6,Electric,50227.41
Chevrolet,Malibu,2013,1.6,Petrol,68020.52
Honda,Fit,2014,2.7,Hybrid,38060.62
Chevrolet,Malibu,2012,3.8,Hybrid,18850.15
Nissan,Murano,2012,3.3,Petrol,69728.77
Audi,A4,2010,2.4,Diesel,21548.9
Chevrolet,Impala,2018,4.2,Hybrid,47902.23
Nissan,Murano,2010,3.1,Diesel,33876.29
Mercedes-Benz,E-Class,2018,3.9,Diesel,33138.59
Ford,Mustang,2011,3,Diesel,55689.46
Chevrolet,Spark,2017,3.7,Electric,53648.51
Nissan,Murano,2016,4.9,Diesel,69711.79
Ford,Focus,2020,3.9,Petrol,42906.01
Ford,Mustang,2012,2.3,Diesel,65853.08
Hyundai,Elantra,2018,1.4,Electric,43305.21
Toyota,Corolla,2020,2.4,Hybrid,30474.81
Toyota,Prius,2011,4.7,Electric,42683.61
Audi,Q7,2010,1.7,Petrol,65678.12
Volkswagen,Atlas,2017,1.8,Diesel,40230.31
Volkswagen,Golf,2010,2.2,Hybrid,43184.8
Chevrolet,Impala,2011,1.6,Electric,65888.66
BMW,X5,2019,2.1,Hybrid,58416.72
Honda,Fit,2012,2.8,Diesel,49382.56
Hyundai,Elantra,2013,1.6,Electric,27888.92
Toyota,Highlander,2013,2.1,Diesel,53017
BMW,5 Series,2017,1,Hybrid,28458.7
BMW,X5,2013,4.2,Diesel,16469.65
Toyota,Highlander,2016,4,Petrol,18894.52
Chevrolet,Equinox,2012,4.2,Diesel,54967.44
BMW,3 Series,2012,4.7,Petrol,48821.9
Honda,Civic,2014,3,Electric,72834.6
Volkswagen,Tiguan,2013,1.7,Diesel,26700.65
Nissan,Rogue,2018,3.2,Hybrid,57540.69
Mercedes-Benz,S-Class,2016,2.9,Electric,51221.35
Hyundai,Elantra,2012,1.3,Diesel,25108.74
BMW,3 Series,2019,3.5,Electric,74288.34
Chevrolet,Impala,2013,2.2,Diesel,38720.73
Honda,Accord,2015,2.5,Diesel,32251.83
Honda,Civic,2018,2.5,Petrol,74885.89
BMW,5 Series,2015,2.4,Petrol,56933.27
Honda,Pilot,2019,2.9,Hybrid,69541.29
Hyundai,Elantra,2013,1.4,Petrol,77799.32
Honda,Civic,2012,2.4,Hybrid,27188.66
Mercedes-Benz,S-Class,2014,2.5,Hybrid,52059.93
Honda,Civic,2019,3.1,Petrol,46672.29
Audi,A6,2014,4.7,Diesel,46631.83
BMW,7 Series,2012,1.4,Electric,68571.34
BMW,7 Series,2010,1.4,Diesel,44593.32
Mercedes-Benz,GLC,2019,3.5,Petrol,51088.7
Chevrolet,Malibu,2017,3.5,Hybrid,50435.61
Nissan,Versa,2015,3,Hybrid,74507.15
Mercedes-Benz,GLA,2015,2,Petrol,22948.29
Audi,Q5,2017,2.3,Diesel,29243.59
Toyota,Highlander,2016,3.2,Diesel,39602.04
Volkswagen,Golf,2013,1,Electric,24886.56
Audi,A6,2011,4.6,Petrol,26153.34
Ford,F-150,2017,2.1,Hybrid,51292.28
Hyundai,Tucson,2010,1.6,Petrol,27410.97
Chevrolet,Impala,2010,3.2,Petrol,55069.09
Nissan,Murano,2012,3.7,Electric,49075.76
Nissan,Sentra,2010,4.9,Electric,38880.27
Honda,Fit,2016,4.6,Hybrid,51362.52
Ford,Focus,2013,3,Electric,23854.63
Chevrolet,Impala,2016,4.1,Petrol,58292.41
Audi,Q7,2012,3.9,Diesel,73126.69
Toyota,Highlander,2020,3.8,Diesel,57723.48
Volkswagen,Jetta,2015,4,Diesel,68690.83
Chevrolet,Equinox,2016,2.6,Diesel,15250.25
Mercedes-Benz,GLA,2018,4.2,Electric,17174.41
Honda,CR-V,2016,1,Diesel,60583.81
Nissan,Murano,2013,3.8,Hybrid,56839.96
